gameName, gameRef, online
Общение,
     /directory/category/just-chatting,
      236.5 тыс. зрителя
Dota 2,
     /directory/category/dota-2,
      16.6 тыс. зрителей
Counter-Strike,
     /directory/category/counter-strike,
      31 тыс. зрителей
PUBG: BATTLEGROUNDS,
     /directory/category/pubg-battlegrounds,
      7 тыс. зрителей
Minecraft,
     /directory/category/minecraft,
      26.9 тыс. зрителя
Hearthstone,
     /directory/category/hearthstone,
      14.6 тыс. зрителей
VALORANT,
     /directory/category/valorant,
      59.3 тыс. зрителей
No Rest for the Wicked,
     /directory/category/no-rest-for-the-wicked-1,
      5.2 тыс. зрителей
Grand Theft Auto V,
     /directory/category/grand-theft-auto-v,
      143.8 тыс. зрителей
League of Legends,
     /directory/category/league-of-legends,
      65.2 тыс. зрителя
World of Warcraft,
     /directory/category/world-of-warcraft,
      31.5 тыс. зрителей
Escape from Tarkov,
     /directory/category/escape-from-tarkov,
      11 тыс. зрителей
Apex Legends,
     /directory/category/apex-legends,
      19.7 тыс. зрителя
ELDEN RING,
     /directory/category/elden-ring,
      7.5 тыс. зрителя
Days Gone,
     /directory/category/days-gone,
      292 зрителя
Path of Exile,
     /directory/category/path-of-exile,
      8.9 тыс. зрителя
Fortnite,
     /directory/category/fortnite,
      43.5 тыс. зрителей
Heroes of Might and Magic III: The Restoration of Erathia,
     /directory/category/heroes-of-might-and-magic-iii-the-restoration-of-erathia,
      696 зрителей
Casino,
     /directory/category/casino-1978,
      8.6 тыс. зрителей
Mir Tankov,
     /directory/category/mir-tankov,
      136 зрителей
Fallout: New Vegas,
     /directory/category/fallout-new-vegas,
      4.1 тыс. зрителей
7 Days to Die,
     /directory/category/7-days-to-die,
      881 зритель
Genshin Impact,
     /directory/category/genshin-impact,
      15.6 тыс. зрителей
Dead by Daylight,
     /directory/category/dead-by-daylight,
      21.2 тыс. зрителя
Tournament Poker,
     /directory/category/tournament-poker,
      265 зрителей
Content Warning,
     /directory/category/content-warning,
      7 тыс. зрителей
Warcraft III,
     /directory/category/warcraft-iii,
      236 зрителей
Overwatch 2,
     /directory/category/overwatch-2,
      30.6 тыс. зрителей
HELLDIVERS 2,
     /directory/category/helldivers-ii,
      6 тыс. зрителя
Planet Crafter,
     /directory/category/planet-crafter,
      4.3 тыс. зритель
